1,[1] 道禾六藝文化館-中臺科技大學校區
3,[3] 東山高中  -  高鐵臺中站
5,[5] 臺中火車站  -  僑光科技大學
6,[6] 臺中火車站  -  忠義里
7,[7] 臺中一中 - 長億高中- 永成公園
8,[8] 綠川東站-逢甲大學(逢甲路)
9,[9] 公共資訊圖書館-清水
12,[12] 明德高中(明德街)-豐原鎮清宮
14,[14] 綠川東站-舊庄(南清宮)
15,[15] 綠川東站  -  國軍臺中總醫院
16,[16] 綠川東站  -  天星大飯店
17,[17] 草湖 - 霧峰農工 - 霧峰復興八街
18,[18] 朝馬轉運站-大智公園
20,[20] 臺中火車站 - 潭子火車站
21,[21] 道禾六藝文化館-貴城山莊
23,[23] 中清同榮路口站-市立大里高中
25,[25] 忠信國小-僑光科技大學
26,[26] 新民高中  -  嶺東科技大學
27,[27] 臺中火車站  -  嶺東科技大學
28,[28] 四張犁圖書館  -  坪頂
29,[29] 臺中監獄 - 仁友東站 - 臺中監獄
31,[31] 公共資訊圖書館-中興嶺
32,[32] 大鵬新城-旱溪東東英五街口
33,[33] 僑光科技大學  -  高鐵臺中站
35,[35] 南區公所  -  僑光科技大學
37,[37] 臺中火車站  -  頂林厝
39,[39] 高鐵臺中站-立新國小
40,[40] 臺中火車站-中台新村
41,[41] 公共資訊圖書館  - 慈明高中
48,[48] 臺中火車站  -  嶺東科技大學
49,[49] 老虎城  -  臺中工業區
50,[50] 文英兒童公園-921地震教育園區
51,[51] 莒光新城 - 圓山新村
53,[53] 太原火車站  -  省議會
54,[54] 港尾  -  烏日
55,[55] 地方法院  -   豐原
56,[56] 干城站  -  新烏日火車站
58,[58] 大慶活動中心  -  潭子勝利運動公園
59,[59] 舊社公園 - 舊正
60,[60] 大智公園 - 坪頂 
61,[61] 太平-臺中火車站-大雅
63,[63] 豐原 - 臺中榮總
65,[65] 南區公所  -  潭雅神綠園道
66,[66] 左環(往天星大飯店)-右環(往亞哥花園)
67,[67] 臺中火車站 - 東海別墅
69,[69] 龍潭里  -  臺中航空站
70,[70] 嶺東科技大學 - 綠川東站 - 嶺東科技大學
71,[71] 臺中洲際棒球場  -  植物園(西屯路)
72,[72] 嶺東科技大學  -  慈濟醫院
73,[73] 統聯轉運站  -  莒光新城
75,[75] 臺中榮總  -  一江橋
77,[77] 中科停車場 -  慈濟醫院
79,[79] 統聯轉運站  -  大慶火車站
81,[81] 統聯轉運站-臺中火車站-太平
82,[82] 水湳  -  高鐵臺中站
85,[85] 高鐵臺中站  -  國軍臺中總醫院
89,[89] 嶺東科技大學  -  東門橋
90,[90] 和平山環線 (豐原 - 和平衛生所)
91,[91] 新社山環線 (舊庄 - 中興嶺)
92,[92] 豐安環線 (豐原車站 - 大安國中)
93,[93] 海環線 (高鐵臺中站 - 大甲區銅安厝)
95,[95] 正英臺灣大道口-外埔老人文康中心
97,[97] 大甲銅安厝  -  臺中航空站
98,[98] 神岡庄尾  -  普濟寺
99,[99] 莒光新城  -  嶺東科技大學
100,[100] 豐原(豐東路)  -  亞洲大學安藤館
101,[101] 水湳(敦化公園)-  彰化
102,[102] 干城站 - 沙鹿
105,[105] 四張犁  - 臺中車站 - 龍井
107,[107] 黎明新村  - 舊正
108,[108] 港尾  -  草屯(第一銀行)
111,[111] 清水火車站-鰲峰山公園-梧棲觀光漁港
123,[123] 臺中慈濟醫院-梧棲觀光漁港
125,[125] 高鐵臺中站 - 僑光科技大學(臺中車站)
127,[127] 豐樂雕塑公園 - 臺中洲際棒球場
128,[128] 大雅 - 清水
129,[128區] 大雅 - 梧棲
131,[131] 北屯區行政大樓  - 朝陽科技大學
132,[132] 北屯區行政大樓-朝陽科技大學 
133,[133] 高鐵臺中站 - 朝陽科技大學
141,[14副] 綠川東站  -  神岡區公所
142,[142] 豐年社區五站 - 綠川東站  -  豐年社區五站
144,[14延] 綠川東站-南清宮
151,[151] 新市政中心-霧峰農工
152,[152] 臺中市議會 - 陽明大樓
153,[153] 臺中高鐵站 - 谷關
154,[154] 臺中女中 - 大甲區公所
155,[155] 高鐵臺中站 - 麗寶樂園
156,[156] 臺中航空站 - 高鐵臺中站
157,[157] 向上惠文路口-大甲區公所
158,[158] 高鐵臺中站 - 朝陽科技大學
159,[159] 高鐵臺中站  -  臺中公園
160,[160] 高鐵臺中站  -  僑光科技大學
161,[161] 高鐵臺中站  -  中科管理局
162,[162] 嘉陽高中-沙鹿火車站
163,[163] 華盛頓中學 - 綠川東站 - 華盛頓中學
164,[164] 清水國中  -  楊厝里
165,[165] 清水國中 - 舊庄
166,[166] 沙鹿-臺中站(經高鐵)
167,[167] 大甲站-僑光科技大學
170,[170] 大甲體育場-梧棲
171,[171] 大甲  -  大安港
172,[172] 大甲  -  福住里
178,[178] 清水火車站-高美濕地(經高美)
179,[179] 清水火車站-高美濕地(經三美)
180,[180] 沙鹿-彰化
181,[181] 苑裡站  -  大甲區公所
182,[182] 豐原  -  清水(神岡
183,[183] 豐原  -  臺中港郵局(經新庄)
185,[185] 豐原  -  清水(東山)
186,[186] 豐原  -  臺中港郵局(經東山)
199,[199] 龍井區公所-文修停車場
200,[200] 豐富公園-豐原(經社口)
202,[202] 豐富公園-豐原(經樹德路)
203,[203] 豐富公園-豐原(經新田)
206,[206] 豐原  -  東勢高工
207,[207] 豐原  -  谷關
208,[208] 豐原  -  卓蘭(東勢)
209,[209] 豐原  -  東勢林場
210,[210] 大甲  -  土城 
211,[211] 豐原  -  大甲體育場(經土城)
212,[212] 豐原  -  大甲體育場(水美)
213,[213] 豐原  -  大甲體育場(經下后里)
214,[214] 后里馬場 - 大甲火車站
215,[215] 豐原-大甲體育場(經麗寶樂園)
216,[216] 大甲  -  南埔
217,[217] 豐原  -  后里區公所
218,[218] 豐原  -  神岡區公所
219,[219] 石岡國小  -  龍興里
220,[220] 豐原  -  臺中榮總
222,[222] 豐原  -  豐原球場
223,[223] 豐原  -  公老坪頂
225,[225] 豐原  -  太平里
226,[226] 下后里  -  太平里
227,[227] 豐原  -  東陽里
228,[228] 豐原-僑光科技大學
229,[229] 豐原  -  朝馬
232,[232] 豐原  -  清水(東山)
236,[236] 豐原  -  沙鹿
237,[237] 豐原  -  大肚火車站
238,[238] 豐原  -  臺中港郵局
239,[239] 豐原  -  梧棲
240,[240] 豐原  -  忠義里
250,[250] 東勢  -  中坑坪(石角)
251,[251] 東勢  -  橫流溪(石角)
252,[252] 東勢  -  大雪山森林遊樂區
253,[253] 東勢 - 士林村
258,[258] 東勢  -  卓蘭
260,[260] 東勢  -  水尾(石城、明正里)
261,[261] 東勢  -  明正里
262,[262] 東勢  -  埤頭里
263,[263] 東勢  -  崑山(土牛)
264,[264] 東勢  -  東興  -  新五村
265,[265] 東勢  -  新五村(經新社)
266,[266] 東勢  -  谷關
267,[267] 東勢  -  上谷關
269,[269] 谷關  -  八仙山森林遊樂區
270,[270] 豐富公園-東勢(經大南)
271,[271] 豐富公園-東勢(經東興)
272,[272] 東勢  -  茄苳寮(土牛)
273,[273] 新五村  -  茄苳寮
275,[275] 東勢  -  中和
276,[276] 豐富公園-東勢(經興中山莊)
277,[277] 豐富公園-東勢(經復盛里)
278,[278] 東勢  -  水井(新社、大南)
279,[279] 新社  -  水井
280,[280] 臺中二中 - 修平科技大學
281,[281] 臺中火車站  -  霧峰農工
282,[282] 亞洲大學安藤館-桐林
283,[283] 霧峰-大里仁愛醫院
284,[284] 臺中火車站- 修平科技大學
285,[285] 臺中二中  -  崁頂(經大里)
286,[286] 臺中二中  -  崁頂(經車籠埔)
287,[287] 國軍臺中總醫院-茅埔
288,[288] 臺中二中  -  茅埔
289,[289] 臺中二中  -  東平社區
290,[290] 干城站 -童綜合醫院
300,[300] 靜宜大學 - 臺中火車站 - 靜宜大學
301,[301] 靜宜大學-新民高中
302,[302] 臺中航空站-臺中公園
303,[303] 港區藝術中心-新民高中
304,[304] 港區藝術中心-新民高中
305,[305] 大甲-鹿寮-臺中火車站
306,[306] 清水-梧棲-臺中火車站
307,[307] 梧棲觀光漁港-新民高中
308,[308] 關連工業區-新民高中
323,[323] 臺中區監理所-臺中火車站 
324,[324] 臺中都會公園-遠東街-新民高中
325,[325] 大肚火車站-臺中火車站
326,[326] 靜宜大學-新民高中
351,[35區] 南區公所 - 臺中火車站
352,[352] 大肚-龍井-坪頂
353,[353] 天母櫻城-沙鹿
356,[356] 臺中榮總(臺灣大道)-大慶火車站
357,[357] 臺中榮總(臺灣大道)-嶺東科技大學(永春南路)
358,[358] 嶺東高中-逢甲大學
359,[359] 東海別墅-文心森林公園
452,[45區1] 中科管理局 - 仁友東站
453,[45區2] 仁友東站 - 中科管理局
454,[45延2] 仁友東站 - 科雅平和路口
455,[45] 中科管理局 - 仁友東站 - 中科管理局
456,[45延] 科雅平和路口 - 仁友東站 - 科雅平和路口
457,[30] 嶺東科技大學 - 仁友東站  -  嶺東科技大學
500,[500] 忠義里(中科實驗高中) - 臺中火車站
531,[53區] 文心市政路口  -  省議會
581,[58區1] 大慶活動中心  - 北屯區行政大樓
582,[58區2] 明德高中  -  潭子勝利運動公園
583,[58副] 大慶活動中心  -  潭子勝利運動公園
611,[211區] 泰安 - 新政大安港路口
616,[616] 梧棲 - 大甲
617,[617] 梧棲 - 新烏日火車站
653,[153副] 新市政中心-谷關
658,[658] 惠文高中-大安區公所
659,[659] 幼獅工業區服務中心-臺中榮總(臺灣大道)
671,[67繞] 東海別墅 - 臺中車站
672,[272繞] 東勢-水井-茄苳寮
675,[677區] 沙鹿  -  二號橋
681,[68] 東海別墅 - 太原車站 - 中臺科技大學校區
682,[68繞] 東海別墅 - 太原車站 - 中臺科技大學
691,[69繞] 龍潭里-臺中航空站
700,[700] 明德高中(明德街) - 豐原高中
751,[75區1] 臺中女中 - 勤益科技大學
752,[75區2] 臺中火車站 - 臺中榮總宿社
853,[153區] 高鐵臺中站 - 東勢高工
900,[900] 光明國中 - 豐原高中
901,[9區] 大雅  -  下湳加油站
902,[100區] 中山路一巷口-亞洲大學安藤館
907,[100副] 豐原(豐原大道)  -  亞洲大學
909,[151副] 新市政中心 - 亞洲大學
911,[91延] 臺中航空站 - 中興嶺停車場
916,[281副] 臺中火車站  -  霧峰農工
920,[29(舊資料測試)] 臺中監獄 - 仁友東站 - 臺中監獄
921,[29A] 仁友東站  -  臺中監獄
922,[29B] 臺中監獄 - 仁友東站
924,[70A] 綠川東站  -  嶺東科技大學
925,[70B] 嶺東科技大學 - 綠川東站
926,[142(舊資料測試)] 豐年社區五站 - 綠川東站  -  豐年社區五站
927,[142A] 綠川東站  -  豐年社區五站
928,[142B] 豐年社區五站 - 綠川東站
929,[163(舊資料測試)] 華盛頓中學 - 綠川東站 - 華盛頓中學
930,[163A] 綠川東站  - 華盛頓中學
931,[163B] 華盛頓中學 - 綠川東站
932,[105區1] 新興里-四張犁
933,[105區2] 臺中高工-四張犁
938,[305區] 巨業沙鹿站-大甲
939,[306區1] 靜宜大學-梧棲-清水
940,[306區2] 巨業沙鹿站-梧棲-清水
941,[68延] 鹿寮國中  -  中臺科技大學
942,[68延(繞中科管理局)] 鹿寮國中  -  中科-中臺科技大學
943,[20區] 臺中火車站 - 東山高中
951,[95副] 正英臺灣大道口-外埔老人文康中心-土城
975,[275區] 下新社  -  中和
989,[989(06/27日上路)]  翁子-圳前仁愛公園
991,[99延] 莒光新城 - 動物之家南屯園區
